titles,platforms,metascore,userscore,genre,date
Prince of Persia Classic,Xbox 360,82,7.1,platformer,13-Jun-07
Crush,PSP,83,8.2,platformer,29-May-07
Spider-Man 3,Xbox 360,63,7,platformer,4-May-07
Spider-Man 3,PlayStation 3,60,6.7,platformer,4-May-07
Spider-Man 3,DS,79,6.6,platformer,4-May-07
Spider-Man 3,PlayStation 2,50,6.7,platformer,4-May-07
Spider-Man 3,Wii,53,5.3,platformer,4-May-07
Spider-Man 3,PC,62,6.8,platformer,4-May-07
Spider-Man 3,Game Boy Advance,68,6.3,platformer,4-May-07
Eets: Chowdown,Xbox 360,77,5.8,platformer,25-Apr-07
Rayman Raving Rabbids,Xbox 360,67,7.5,platformer,24-Apr-07
Brave: The Search for Spirit Dancer,PlayStation 2,65,7.4,platformer,9-Apr-07
Super Paper Mario,Wii,85,8,platformer,9-Apr-07
Castlevania: Symphony of the Night,Xbox 360,89,8.6,platformer,21-Mar-07
Rayman Raving Rabbids,DS,56,6.8,platformer,6-Mar-07
Wario: Master of Disguise,DS,60,7.5,platformer,5-Mar-07
Sonic and the Secret Rings,Wii,69,6.2,platformer,20-Feb-07
Rayman Raving Rabbids,PC,58,6.9,platformer,11-Dec-06
Ice Age 2: The Meltdown,Wii,66,8,platformer,6-Dec-06
Castlevania: Portrait of Ruin,DS,85,8.3,platformer,5-Dec-06
Rayman Raving Rabbids,PlayStation 2,64,7.2,platformer,5-Dec-06
Kirby: Squeak Squad,DS,71,8,platformer,4-Dec-06
Over the Hedge: Hammy Goes Nuts,PSP,58,8,platformer,21-Nov-06
Spider-Man: Battle for New York,DS,68,6.8,platformer,14-Nov-06
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,57,5.7,platformer,13-Nov-06
Yoshi's Island DS,DS,81,7.4,platformer,13-Nov-06
Death Jr. II: Root of Evil,PSP,68,7.5,platformer,31-Oct-06
Tokobot Plus: Mysteries of the Karakuri,PlayStation 2,66,8.4,platformer,24-Oct-06
Disney's Kim Possible: What's the Switch?,PlayStation 2,76,7.8,platformer,19-Oct-06
SpongeBob SquarePants: Creature from the Krusty Krab,DS,56,5.7,platformer,18-Oct-06
Garfield: A Tail of Two Kitties,DS,59,6.4,platformer,17-Oct-06
SpongeBob SquarePants: Creature from the Krusty Krab,PlayStation 2,56,7.6,platformer,16-Oct-06
SpongeBob SquarePants: Creature from the Krusty Krab,GameCube,74,7.6,platformer,16-Oct-06
The Legend of Spyro: A New Beginning,PlayStation 2,64,7,platformer,10-Oct-06
The Legend of Spyro: A New Beginning,DS,68,6.2,platformer,10-Oct-06
The Legend of Spyro: A New Beginning,Xbox,69,6.6,platformer,10-Oct-06
The Legend of Spyro: A New Beginning,GameCube,67,6.9,platformer,10-Oct-06
Mario vs. Donkey Kong 2: March of the Minis,DS,76,7.9,platformer,25-Sep-06
Open Season,Xbox 360,59,7.3,platformer,19-Sep-06
Open Season,PC,58,8.3,platformer,19-Sep-06
Mega Man ZX,DS,76,8.9,platformer,12-Sep-06
LocoRoco,PSP,83,8.7,platformer,5-Sep-06
Ultimate Ghosts 'n Goblins,PSP,72,8,platformer,29-Aug-06
Super Monkey Ball Adventure,PSP,56,6.4,platformer,29-Aug-06
Super Monkey Ball Adventure,PlayStation 2,53,6.7,platformer,1-Aug-06
Super Monkey Ball Adventure,GameCube,51,6.6,platformer,1-Aug-06
Cloning Clyde,Xbox 360,80,8.1,platformer,19-Jul-06
Ruff Trigger: The Vanocore Conspiracy,PlayStation 2,57,7.4,platformer,28-Jun-06
New Super Mario Bros.,DS,89,8.5,platformer,15-May-06
Garfield and His Nine Lives,Game Boy Advance,56,7,platformer,10-May-06
Over the Hedge,PlayStation 2,58,8.5,platformer,9-May-06
Over the Hedge,PC,65,8,platformer,9-May-06
Over the Hedge,GameCube,61,8.1,platformer,9-May-06
Over the Hedge,DS,71,7,platformer,5-May-06
Kao the Kangaroo Round 2,PlayStation 2,58,8.3,platformer,29-Mar-06
KAO Challengers,PSP,57,7.3,platformer,29-Mar-06
Eets,PC,81,6.2,platformer,29-Mar-06
Kao the Kangaroo Round 2,GameCube,57,7.5,platformer,29-Mar-06
Daxter,PSP,85,8.6,platformer,14-Mar-06
Mega Man Powered Up,PSP,82,8.7,platformer,14-Mar-06
Ice Age 2: The Meltdown,PlayStation 2,68,8.1,platformer,14-Mar-06
Ice Age 2: The Meltdown,GameCube,67,8,platformer,14-Mar-06
Naruto: Ninja Council,Game Boy Advance,60,7,platformer,7-Mar-06
Super Princess Peach,DS,75,7.8,platformer,27-Feb-06
Drill Dozer,Game Boy Advance,81,8.8,platformer,6-Feb-06
Mega Man Maverick Hunter X,PSP,79,8.8,platformer,31-Jan-06
Marble Blast Ultra,Xbox 360,79,8.3,platformer,23-Jan-06
Ape Escape 3,PlayStation 2,77,8.7,platformer,17-Jan-06
Castlevania Double Pack,Game Boy Advance,86,8.5,platformer,11-Jan-06
Mega Man X Collection,GameCube,75,8.9,platformer,10-Jan-06
Wik & the Fable of Souls,Xbox 360,77,7.8,platformer,14-Dec-05
Pac-Man World 3,PC,74,8.1,platformer,8-Dec-05
Pac-Man World 3,PSP,61,7.8,platformer,6-Dec-05
Tokobot,PSP,72,7.3,platformer,5-Dec-05
Joust,Xbox 360,68,7,platformer,22-Nov-05
Pac-Man World 3,GameCube,66,7.2,platformer,17-Nov-05
Sonic Rush,DS,82,8.1,platformer,15-Nov-05
Pac-Man World 3,PlayStation 2,63,5.4,platformer,15-Nov-05
Shadow the Hedgehog,GameCube,51,6.3,platformer,15-Nov-05
Stuart Little 3: Big Photo Adventure,PlayStation 2,71,7.9,platformer,14-Nov-05
Disney's Kim Possible: Kimmunicator,DS,61,8,platformer,9-Nov-05
Donkey Kong Country 3,Game Boy Advance,77,8.2,platformer,7-Nov-05
"Ed, Edd n Eddy: The Mis-Edventures",PlayStation 2,50,7.5,platformer,3-Nov-05
"Ed, Edd n Eddy: The Mis-Edventures",Xbox,56,7.7,platformer,3-Nov-05
"Ed, Edd n Eddy: The Mis-Edventures",GameCube,55,7.8,platformer,3-Nov-05
Disney's Chicken Little,PC,71,7.3,platformer,2-Nov-05
The Incredibles: Rise of the Underminer,PlayStation 2,60,7.5,platformer,1-Nov-05
The Incredibles: Rise of the Underminer,GameCube,67,6.8,platformer,1-Nov-05
Atomic Betty,Game Boy Advance,62,7.9,platformer,25-Oct-05
The Incredibles: Rise of the Underminer,PC,65,6.3,platformer,24-Oct-05
Disney's Chicken Little,PlayStation 2,60,8.5,platformer,20-Oct-05
Scooby-Doo! Unmasked,DS,60,7.6,platformer,18-Oct-05
Dig Dug: Digging Strike,DS,65,7.1,platformer,18-Oct-05
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GameCube,58,8.3,platformer,16-Oct-05
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,Game Boy Advance,71,5.7,platformer,10-Oct-05
Castlevania: Dawn of Sorrow,DS,89,8.5,platformer,4-Oct-05
Mega Man Zero 4,Game Boy Advance,77,8.7,platformer,4-Oct-05
Frogger Helmet Chaos,PSP,66,7.4,platformer,29-Sep-05
Frogger: Helmet Chaos,DS,69,6.8,platformer,27-Sep-05
Frogger: Ancient Shadow,GameCube,54,7.7,platformer,27-Sep-05
Sly 3: Honor Among Thieves,PlayStation 2,83,8.9,platformer,26-Sep-05
Tak: The Great Juju Challenge,PlayStation 2,74,7.8,platformer,19-Sep-05
DK: King of Swing,Game Boy Advance,70,5,platformer,19-Sep-05
Tak: The Great Juju Challenge,GameCube,75,8.1,platformer,19-Sep-05
Scooby-Doo! Unmasked,PlayStation 2,61,8.4,platformer,12-Sep-05
Scooby-Doo! Unmasked,GameCube,64,6.8,platformer,12-Sep-05
One Piece,Game Boy Advance,76,7.8,platformer,7-Sep-05
Pac 'n Roll,DS,72,8.4,platformer,23-Aug-05
Disney's Kim Possible 3: Team Possible,Game Boy Advance,76,8,platformer,21-Aug-05
Death Jr.,PSP,61,7.1,platformer,16-Aug-05
Gumby vs. the Astrobots,Game Boy Advance,63,7.4,platformer,9-Aug-05
Psychonauts,PlayStation 2,86,8.6,platformer,21-Jun-05
Kirby: Canvas Curse,DS,86,7.8,platformer,13-Jun-05
Yoshi Topsy-Turvy,Game Boy Advance,60,6.8,platformer,13-Jun-05
Madagascar,PC,73,7.9,platformer,24-May-05
Madagascar,Xbox,71,7.4,platformer,24-May-05
Madagascar,GameCube,70,8.3,platformer,24-May-05
Madagascar,PlayStation 2,69,7.6,platformer,23-May-05
DreamWorks Madagascar,DS,66,6.8,platformer,23-May-05
Madagascar,Game Boy Advance,71,6.8,platformer,23-May-05
Psychonauts,PC,87,8.8,platformer,19-Apr-05
Psychonauts,Xbox,88,8.8,platformer,19-Apr-05
Spy vs. Spy,Xbox,53,7.3,platformer,6-Apr-05
Rayman DS,DS,58,7.5,platformer,24-Mar-05
Ape Escape: On the Loose,PSP,66,7,platformer,22-Mar-05
Mega Man Anniversary Collection,Xbox,80,8.7,platformer,15-Mar-05
Rayman: Hoodlum's Revenge,Game Boy Advance,61,6.1,platformer,15-Mar-05
Yoshi Touch & Go,DS,73,6.8,platformer,14-Mar-05
Donkey Kong Jungle Beat,GameCube,80,8.2,platformer,14-Mar-05
Tork: Prehistoric Punk,Xbox,62,6.2,platformer,12-Jan-05
Mega Man X8,PlayStation 2,68,8.8,platformer,7-Dec-04
Super Mario 64 DS,DS,85,8.3,platformer,20-Nov-04
Blinx 2: Masters of Time & Space,Xbox,68,8.9,platformer,18-Nov-04
Sonic Heroes,PC,66,7.5,platformer,17-Nov-04
Scaler,GameCube,69,7.4,platformer,17-Nov-04
Donkey Kong Country 2,Game Boy Advance,80,8.6,platformer,15-Nov-04
Lemony Snicket's A Series of Unfortunate Events,PC,64,6,platformer,10-Nov-04
Lemony Snicket's A Series of Unfortunate Events,PlayStation 2,63,6.1,platformer,10-Nov-04
Lemony Snicket's A Series of Unfortunate Events,Xbox,70,7.2,platformer,10-Nov-04
Lemony Snicket's A Series of Unfortunate Events,Game Boy Advance,72,8,platformer,10-Nov-04
Jak 3,PlayStation 2,84,8.7,platformer,9-Nov-04
Ratchet & Clank: Up Your Arsenal,PlayStation 2,91,9.1,platformer,3-Nov-04
Spyro: A Hero's Tail,PlayStation 2,60,7.9,platformer,3-Nov-04
Spyro: A Hero's Tail,Xbox,64,7.2,platformer,3-Nov-04
Spyro: A Hero's Tail,GameCube,62,7.1,platformer,3-Nov-04
The SpongeBob SquarePants Movie,PlayStation 2,75,8.5,platformer,27-Oct-04
The SpongeBob SquarePants Movie,PC,67,5.9,platformer,27-Oct-04
The SpongeBob SquarePants Movie,Xbox,74,7.8,platformer,27-Oct-04
The SpongeBob SquarePants Movie,GameCube,73,7.9,platformer,27-Oct-04
Classic NES Series: Castlevania,Game Boy Advance,74,8.7,platformer,25-Oct-04
Scaler,PlayStation 2,70,8.6,platformer,21-Oct-04
Scaler,Xbox,69,6.7,platformer,20-Oct-04
Kirby & the Amazing Mirror,Game Boy Advance,80,8.8,platformer,18-Oct-04
Pitfall: The Lost Expedition,PC,66,7.7,platformer,15-Oct-04
Ty the Tasmanian Tiger 2: Bush Rescue,PlayStation 2,71,8.3,platformer,12-Oct-04
Ty the Tasmanian Tiger 2: Bush Rescue,Xbox,69,8.7,platformer,12-Oct-04
Ty the Tasmanian Tiger 2: Bush Rescue,GameCube,70,8.6,platformer,12-Oct-04
Ty the Tasmanian Tiger 2: Bush Rescue,Game Boy Advance,63,6.4,platformer,12-Oct-04
Disney's Lilo & Stitch 2: Hamsterveil Havoc,Game Boy Advance,66,7.4,platformer,12-Oct-04
Tak 2: The Staff of Dreams,PlayStation 2,71,8.3,platformer,11-Oct-04
Tak 2: The Staff of Dreams,GameCube,75,8.6,platformer,11-Oct-04
Mega Man Zero 3,Game Boy Advance,77,8.8,platformer,5-Oct-04
Crash Twinsanity,PlayStation 2,64,8.3,platformer,28-Sep-04
Disney's Aladdin,Game Boy Advance,59,8.1,platformer,28-Sep-04
Crash Twinsanity,Xbox,66,8.3,platformer,28-Sep-04
Shark Tale,PlayStation 2,69,6,platformer,27-Sep-04
Shark Tale,PC,63,7.7,platformer,27-Sep-04
Gish,PC,80,7,platformer,17-Sep-04
Disney's Kim Possible 2: Drakken's Demise,Game Boy Advance,77,8,platformer,15-Sep-04
Sly 2: Band of Thieves,PlayStation 2,88,9,platformer,14-Sep-04
The Fairly OddParents Shadow Showdown,GameCube,61,8.6,platformer,8-Sep-04
Spider-Man 2,Game Boy Advance,65,7.9,platformer,29-Jun-04
Mega Man Anniversary Collection,GameCube,81,8.8,platformer,22-Jun-04
Sonic Advance 3,Game Boy Advance,79,8.3,platformer,7-Jun-04
Crash Bandicoot Purple: Ripto's Rampage,Game Boy Advance,67,6.3,platformer,3-Jun-04
Spyro Orange: The Cortex Conspiracy,Game Boy Advance,60,6.1,platformer,3-Jun-04
Malice,PlayStation 2,51,6.3,platformer,2-Jun-04
Classic NES Series: Ice Climber,Game Boy Advance,66,7.4,platformer,2-Jun-04
Classic NES Series: Super Mario Bros.,Game Boy Advance,84,8.5,platformer,2-Jun-04
Classic NES Series: Donkey Kong,Game Boy Advance,55,6.1,platformer,2-Jun-04
Pac-Man World 2,PC,54,6.9,platformer,25-May-04
Mario vs. Donkey Kong,Game Boy Advance,81,8.1,platformer,24-May-04
Shrek 2,PC,55,6.3,platformer,3-May-04
Shrek 2,PlayStation 2,71,6.5,platformer,28-Apr-04
Shrek 2,GameCube,70,5.3,platformer,28-Apr-04
Shrek 2,Xbox,72,5.6,platformer,28-Apr-04
Samurai Jack: The Shadow of Aku,PlayStation 2,59,8.5,platformer,24-Mar-04
Pitfall: The Lost Expedition,PlayStation 2,70,8.6,platformer,18-Feb-04
Pitfall: The Lost Expedition,GameCube,73,8.8,platformer,18-Feb-04
Pitfall: The Lost Expedition,Xbox,73,8.3,platformer,18-Feb-04
Metroid: Zero Mission,Game Boy Advance,89,8.8,platformer,9-Feb-04
Sonic Heroes,PlayStation 2,64,7.3,platformer,27-Jan-04
Sonic Heroes,Xbox,73,7.8,platformer,27-Jan-04
Maximo vs Army of Zin,PlayStation 2,83,8.1,platformer,20-Jan-04
Sonic Heroes,GameCube,72,7.9,platformer,5-Jan-04
I-Ninja,GameCube,77,7.7,platformer,4-Dec-03
Looney Tunes: Back in Action,GameCube,64,7.8,platformer,24-Nov-03
Looney Tunes: Back in Action,PlayStation 2,51,7.8,platformer,19-Nov-03
I-Ninja,PlayStation 2,73,8.5,platformer,18-Nov-03
Whiplash,PlayStation 2,66,8.4,platformer,18-Nov-03
Ratchet & Clank: Going Commando,PlayStation 2,90,8.9,platformer,11-Nov-03
Bionicle,PC,52,6.5,platformer,31-Oct-03
SpongeBob SquarePants: Battle for Bikini Bottom,PlayStation 2,71,8.8,platformer,31-Oct-03
SpongeBob SquarePants: Battle for Bikini Bottom,Xbox,70,8.5,platformer,31-Oct-03
SpongeBob SquarePants: Battle for Bikini Bottom,GameCube,71,8.4,platformer,31-Oct-03
Frogger's Adventures: The Rescue,PlayStation 2,59,8.5,platformer,29-Oct-03
Frogger's Journey: The Forgotten Relic,Game Boy Advance,59,8.4,platformer,28-Oct-03
Spyro: Attack of the Rhynocs,Game Boy Advance,72,7.1,platformer,27-Oct-03
Super Mario Advance 4: Super Mario Bros. 3,Game Boy Advance,94,8.9,platformer,21-Oct-03
Tak and the Power of Juju,PlayStation 2,68,8.6,platformer,15-Oct-03
Tak and the Power of Juju,GameCube,71,8.3,platformer,15-Oct-03
Tak and the Power of Juju,Game Boy Advance,79,8.2,platformer,15-Oct-03
Mega Man X7,PlayStation 2,58,7.1,platformer,14-Oct-03
Jak II,PlayStation 2,87,8.3,platformer,14-Oct-03
The Haunted Mansion,PlayStation 2,69,8.1,platformer,14-Oct-03
Mega Man Zero 2,Game Boy Advance,81,8.8,platformer,14-Oct-03
The Haunted Mansion,Xbox,71,7,platformer,14-Oct-03
The Haunted Mansion,GameCube,69,7.7,platformer,14-Oct-03
Billy Hatcher and the Giant Egg,GameCube,71,8.6,platformer,23-Sep-03
Voodoo Vince,Xbox,73,8.1,platformer,23-Sep-03
Banjo-Kazooie: Grunty's Revenge,Game Boy Advance,72,8.1,platformer,10-Sep-03
Power Rangers Ninja Storm,Game Boy Advance,55,7.7,platformer,5-Sep-03
Futurama,PlayStation 2,59,6.2,platformer,14-Aug-03
Futurama,Xbox,58,6.7,platformer,14-Aug-03
Ape Escape 2,PlayStation 2,82,8.3,platformer,30-Jun-03
Jet Grind Radio,Game Boy Advance,74,8,platformer,26-Jun-03
Wario World,GameCube,71,7.5,platformer,24-Jun-03
Sonic Adventure DX Director's Cut,GameCube,57,7.9,platformer,18-Jun-03
Donkey Kong Country,Game Boy Advance,78,8.6,platformer,9-Jun-03
The Incredible Hulk (2003),Game Boy Advance,57,7.4,platformer,27-May-03
Finding Nemo,GameCube,62,5.4,platformer,12-May-03
Castlevania: Aria of Sorrow,Game Boy Advance,91,8.9,platformer,6-May-03
Ninja Five-O,Game Boy Advance,82,7.7,platformer,22-Apr-03
X2: Wolverine's Revenge,Game Boy Advance,72,7.2,platformer,15-Apr-03
Samurai Jack: The Amulet of Time,Game Boy Advance,63,6.3,platformer,30-Mar-03
Superman: Shadow of Apokolips,GameCube,66,7.1,platformer,25-Mar-03
Piglet's Big Game,GameCube,70,8,platformer,19-Mar-03
Rayman 3: Hoodlum Havoc,PC,74,8.1,platformer,18-Mar-03
Rayman 3: Hoodlum Havoc,Xbox,75,8.8,platformer,18-Mar-03
Rayman 3: Hoodlum Havoc,PlayStation 2,76,8.7,platformer,17-Mar-03
Mega Man & Bass,Game Boy Advance,79,8.8,platformer,10-Mar-03
Sonic Advance 2,Game Boy Advance,83,8,platformer,9-Mar-03
Rayman 3: Hoodlum Havoc,GameCube,77,8.5,platformer,2-Mar-03
Rayman 3,Game Boy Advance,83,7.4,platformer,2-Mar-03
Vexx,PlayStation 2,63,8.2,platformer,11-Feb-03
Vexx,Xbox,70,8.3,platformer,10-Feb-03
Vexx,GameCube,71,7.3,platformer,10-Feb-03
Daredevil,Game Boy Advance,50,7.6,platformer,2-Feb-03
Crash Bandicoot 2: N-Tranced,Game Boy Advance,75,7.8,platformer,7-Jan-03
Dragon's Lair 3D,GameCube,65,6.8,platformer,22-Dec-02
SpongeBob SquarePants: Revenge of the Flying Dutchman,GameCube,66,7.2,platformer,18-Dec-02
Frogger Beyond,GameCube,60,7.2,platformer,6-Dec-02
Kirby: Nightmare in Dream Land,Game Boy Advance,81,8.6,platformer,2-Dec-02
Dragon's Lair 3D,Xbox,62,6.6,platformer,18-Nov-02
Haven: Call of the King,PlayStation 2,69,7.1,platformer,17-Nov-02
Star Wars: The New Droid Army,Game Boy Advance,60,7,platformer,14-Nov-02
Disney's Kim Possible: Revenge of Monkey Fist,Game Boy Advance,62,8,platformer,13-Nov-02
Ratchet & Clank,PlayStation 2,88,8.8,platformer,4-Nov-02
Disney's Treasure Planet,Game Boy Advance,68,7,platformer,31-Oct-02
Pac-Man World 2,Xbox,66,7.5,platformer,15-Oct-02
Taz Wanted,GameCube,61,7.2,platformer,10-Oct-02
Blinx: The Time Sweeper,Xbox,71,8,platformer,7-Oct-02
Taz Wanted,PC,58,8.5,platformer,1-Oct-02
Spyro 2: Season of Flame,Game Boy Advance,76,7.1,platformer,25-Sep-02
Yoshi's Island: Super Mario Advance 3,Game Boy Advance,91,8.9,platformer,24-Sep-02
Rocket Power: Beach Bandits,GameCube,53,8,platformer,24-Sep-02
Sly Cooper and the Thievius Raccoonus,PlayStation 2,86,8.5,platformer,23-Sep-02
Super Ghouls 'n Ghosts,Game Boy Advance,78,7.3,platformer,23-Sep-02
Taz Wanted,PlayStation 2,65,8.6,platformer,17-Sep-02
Crash Bandicoot: The Wrath of Cortex,GameCube,62,6.9,platformer,17-Sep-02
Castlevania: Harmony of Dissonance,Game Boy Advance,87,7.9,platformer,16-Sep-02
Ty the Tasmanian Tiger,PlayStation 2,70,8.8,platformer,10-Sep-02
Ty the Tasmanian Tiger,GameCube,69,8.5,platformer,10-Sep-02
Ty the Tasmanian Tiger,Xbox,68,8.8,platformer,10-Sep-02
SpongeBob SquarePants: Revenge of the Flying Dutchman,Game Boy Advance,71,7.8,platformer,10-Sep-02
Mega Man Zero,Game Boy Advance,82,8.8,platformer,9-Sep-02
Turok: Evolution,Game Boy Advance,72,8.1,platformer,26-Aug-02
Super Mario Sunshine,GameCube,92,8.5,platformer,25-Aug-02
Power Rangers: Wild Force,Game Boy Advance,55,7.2,platformer,19-Aug-02
xXx,Game Boy Advance,50,5,platformer,31-Jul-02
Stuart Little 2,PlayStation,62,7.1,platformer,17-Jul-02
Disney's Lilo & Stitch,PlayStation,54,7,platformer,14-Jun-02
Disney's Lilo & Stitch,Game Boy Advance,80,7.8,platformer,7-Jun-02
Frogger Advance: The Great Quest,Game Boy Advance,55,7.8,platformer,26-May-02
Scooby-Doo! Night of 100 Frights,PlayStation 2,69,8.5,platformer,20-May-02
Aero the Acro-bat,Game Boy Advance,71,7.5,platformer,14-May-02
Dinotopia: The Timestone Pirates,Game Boy Advance,64,8.4,platformer,30-Apr-02
Spider-Man: The Movie,GameCube,76,7.3,platformer,15-Apr-02
Crash Bandicoot: The Wrath of Cortex,Xbox,70,7.6,platformer,15-Apr-02
Pac-Man World 2,GameCube,74,8.4,platformer,19-Mar-02
JSRF: Jet Set Radio Future,Xbox,88,8.3,platformer,25-Feb-02
Crash Bandicoot: The Huge Adventure,Game Boy Advance,78,7.9,platformer,25-Feb-02
Pac-Man World 2,PlayStation 2,73,7.8,platformer,24-Feb-02
Disney's Peter Pan in Return to Neverland,Game Boy Advance,52,7.8,platformer,22-Feb-02
Woody Woodpecker: Escape from Buzz Buzzard Park,PlayStation 2,64,6.4,platformer,19-Feb-02
Peter Pan in Disney's Return to Neverland,PlayStation,59,5.4,platformer,14-Feb-02
Maximo: Ghosts to Glory,PlayStation 2,84,8.8,platformer,11-Feb-02
Sonic Adventure 2 Battle,GameCube,73,8.5,platformer,11-Feb-02
Super Mario World: Super Mario Advance 2,Game Boy Advance,92,9,platformer,9-Feb-02
Sonic Advance,Game Boy Advance,87,7.9,platformer,3-Feb-02
Mega Man X6,PlayStation,65,7.8,platformer,4-Dec-01
Jak and Daxter: The Precursor Legacy,PlayStation 2,90,8.8,platformer,3-Dec-01
Wario Land 4,Game Boy Advance,88,8.7,platformer,18-Nov-01
Disney's Tarzan Untamed,GameCube,61,7,platformer,17-Nov-01
Scooby-Doo,Game Boy Advance,64,8.5,platformer,15-Nov-01
Oddworld: Munch's Oddysee,Xbox,80,8.7,platformer,6-Nov-01
Crash Bandicoot: The Wrath of Cortex,PlayStation 2,66,7.2,platformer,29-Oct-01
Spyro: Season of Ice,Game Boy Advance,74,6.9,platformer,29-Oct-01
Prehistorik Man,Game Boy Advance,69,8,platformer,16-Oct-01
Castlevania Chronicles,PlayStation,69,7,platformer,8-Oct-01
Portal Runner,PlayStation 2,53,7.4,platformer,10-Sep-01
Klonoa 2: Lunatea's Veil,PlayStation 2,91,8.6,platformer,25-Jul-01
Sonic Adventure 2,Dreamcast,89,8.5,platformer,18-Jun-01
Castlevania: Circle of the Moon,Game Boy Advance,91,8.3,platformer,10-Jun-01
Super Mario Advance,Game Boy Advance,84,7.3,platformer,10-Jun-01
Rayman Advance,Game Boy Advance,84,7.8,platformer,10-Jun-01
Earthworm Jim,Game Boy Advance,72,5.9,platformer,10-Jun-01
Pitfall: The Mayan Adventure,Game Boy Advance,58,8.8,platformer,10-Jun-01
Conker's Bad Fur Day,Nintendo 64,92,9,platformer,4-Mar-01
Mega Man X5,PlayStation,76,8.9,platformer,1-Feb-01
Rayman 2 Revolution,PlayStation 2,90,8.7,platformer,30-Jan-01
Disney's Donald Duck: Goin' Quackers,PlayStation 2,73,7.4,platformer,13-Dec-00
Disney's Donald Duck: Goin' Quackers,Dreamcast,71,8,platformer,13-Dec-00
Prince of Persia: Arabian Nights,Dreamcast,58,6.2,platformer,6-Dec-00
Banjo-Tooie,Nintendo 64,90,8.8,platformer,19-Nov-00
Disney's 102 Dalmatians: Puppies to the Rescue,Dreamcast,66,9,platformer,15-Nov-00
Rugrats in Paris: The Movie,Nintendo 64,64,5.1,platformer,12-Nov-00
Jet Grind Radio,Dreamcast,94,8.2,platformer,30-Oct-00
Spyro: Year of the Dragon,PlayStation,91,8.9,platformer,23-Oct-00
Buzz Lightyear of Star Command,Dreamcast,55,8.3,platformer,26-Sep-00
Buzz Lightyear of Star Command,PlayStation,54,6.9,platformer,26-Sep-00
Duck Dodgers Starring Daffy Duck,Nintendo 64,69,8,platformer,16-Sep-00
Strider 2,PlayStation,69,8.3,platformer,29-Jul-00
Kirby 64: The Crystal Shards,Nintendo 64,77,8.2,platformer,26-Jun-00
Toy Story 2: Buzz Lightyear to the Rescue,Nintendo 64,58,7.2,platformer,30-Nov-99
Donkey Kong 64,Nintendo 64,90,8.6,platformer,31-Oct-99
Rayman 2: The Great Escape,Nintendo 64,90,8.8,platformer,31-Oct-99
Ape Escape,PlayStation,90,8.4,platformer,31-May-99
Castlevania,Nintendo 64,78,7.2,platformer,31-Dec-98
Crash Bandicoot 3: Warped,PlayStation,91,9,platformer,31-Oct-98
Oddworld: Abe's Exoddus,PlayStation,88,8.5,platformer,31-Oct-98
Space Station Silicon Valley,Nintendo 64,83,8.3,platformer,21-Oct-98
Banjo-Kazooie,Nintendo 64,92,9.1,platformer,31-May-98
Yoshi's Story,Nintendo 64,65,7.4,platformer,1-Mar-98
Castlevania: Symphony of the Night,PlayStation,93,9.2,platformer,2-Oct-97
Oddworld: Abe's Oddysee,PlayStation,85,8.8,platformer,31-Aug-97
Super Mario 64,Nintendo 64,94,9.1,platformer,26-Sep-96
The Witness,PC,87,7,puzzle,26-Jan-16
FRACT OSC,PC,75,6.1,puzzle,22-Apr-14
Professor Layton and the Miracle Mask,3DS,82,8.1,puzzle,28-Oct-12
Tetris for iPad,iOS,76,8.1,puzzle,12-Apr-12
The Splatters,Xbox 360,72,8.3,puzzle,11-Apr-12
Quarrel,Xbox 360,79,7.9,puzzle,25-Jan-12
I Heart Geeks!,DS,54,8.2,puzzle,20-Dec-11
James Noir's Hollywood Crimes,3DS,60,6.6,puzzle,1-Nov-11
Professor Layton and the Last Specter,DS,83,8.2,puzzle,18-Oct-11
