titles,platforms,metascore,userscore,genre,date
Atomic Ninjas,PlayStation 3,58,5.6,platformer,8-Oct-13
Atomic Ninjas,PlayStation Vita,61,6.6,platformer,8-Oct-13
A.R.E.S. Extinction Agenda EX,Xbox 360,66,7.2,platformer,2-Oct-13
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,PC,84,8,platformer,26-Sep-13
Scribblenauts Unmasked: A DC Comics Adventure,3DS,68,6.4,platformer,24-Sep-13
Scribblenauts Unmasked: A DC Comics Adventure,Wii U,71,6.3,platformer,24-Sep-13
Scribblenauts Unmasked: A DC Comics Adventure,PC,68,6.1,platformer,24-Sep-13
Angry Video Game Nerd Adventures,PC,77,7.6,platformer,20-Sep-13
Infinity Blade III,iOS,78,7.1,platformer,18-Sep-13
Disney DuckTales Remastered,Xbox 360,70,7.2,platformer,11-Sep-13
Puppeteer,PlayStation 3,80,8.4,platformer,10-Sep-13
Valdis Story: Abyssal City,PC,83,7.7,platformer,8-Sep-13
Giana Sisters: Twisted Dreams,Wii U,74,7.7,platformer,5-Sep-13
Disney Castle of Illusion starring Mickey Mouse,Xbox 360,67,7,platformer,4-Sep-13
Disney Castle of Illusion starring Mickey Mouse,PC,69,6.8,platformer,4-Sep-13
Rayman Legends,Wii U,92,8.8,platformer,3-Sep-13
Rayman Legends,PlayStation 3,91,8.7,platformer,3-Sep-13
Rayman Legends,Xbox 360,90,8.2,platformer,3-Sep-13
Disney Castle of Illusion starring Mickey Mouse,PlayStation 3,72,7.3,platformer,3-Sep-13
Rayman Legends,PlayStation Vita,87,8.4,platformer,3-Sep-13
Rayman Legends,PC,89,8.5,platformer,3-Sep-13
Spelunky,PlayStation 3,83,7.7,platformer,27-Aug-13
Spelunky,PlayStation Vita,88,8,platformer,27-Aug-13
The HD Adventures of Rotating Octopus Character,PlayStation Vita,66,6.9,platformer,27-Aug-13
Disney DuckTales Remastered,PlayStation 3,75,7.5,platformer,13-Aug-13
Disney DuckTales Remastered,Wii U,76,8,platformer,13-Aug-13
Disney DuckTales Remastered,PC,66,7.5,platformer,13-Aug-13
Spelunky,PC,90,7.3,platformer,8-Aug-13
Guacamelee! Gold Edition,PC,88,7.3,platformer,8-Aug-13
SteamWorld Dig,3DS,82,7.9,platformer,8-Aug-13
Superfrog HD,PlayStation 3,61,6.2,platformer,6-Aug-13
Superfrog HD,PlayStation Vita,55,7.4,platformer,6-Aug-13
Cloudberry Kingdom,PC,67,7.4,platformer,2-Aug-13
Cloudberry Kingdom,Wii U,75,7.1,platformer,1-Aug-13
Bike Rider DX,3DS,71,7.3,platformer,1-Aug-13
Cloudberry Kingdom,Xbox 360,68,7,platformer,31-Jul-13
Cloudberry Kingdom,PlayStation 3,75,6.2,platformer,30-Jul-13
Prince of Persia: The Shadow and the Flame,iOS,63,5.6,platformer,25-Jul-13
Stealth Inc: A Clone in the Dark,PlayStation 3,80,7.8,platformer,23-Jul-13
Stealth Inc: A Clone in the Dark,PlayStation Vita,78,8,platformer,23-Jul-13
Kung Fu Rabbit,PlayStation Vita,72,6.6,platformer,16-Jul-13
Dusty Revenge,PC,64,6.9,platformer,8-Jul-13
CAPSIZED,Xbox 360,74,7.2,platformer,5-Jul-13
Rogue Legacy,PC,85,7.9,platformer,27-Jun-13
New Super Luigi U,Wii U,77,8,platformer,20-Jun-13
Jak and Daxter Collection,PlayStation Vita,67,6.2,platformer,18-Jun-13
Disney Epic Mickey 2: The Power of Two,PlayStation Vita,57,6.6,platformer,18-Jun-13
Mutant Mudds Deluxe,Wii U,84,7.3,platformer,13-Jun-13
Mighty Switch Force! 2,3DS,73,7.4,platformer,13-Jun-13
LIMBO,PlayStation Vita,89,8,platformer,4-Jun-13
The Swapper,PC,87,8.6,platformer,30-May-13
Donkey Kong Country Returns 3D,3DS,83,8.2,platformer,24-May-13
Element4l,PC,77,7.7,platformer,24-May-13
Mario and Donkey Kong: Minis on the Move,3DS,78,7.3,platformer,9-May-13
Kung Fu Rabbit,Wii U,65,5.1,platformer,2-May-13
Fez,PC,91,6.7,platformer,1-May-13
Thomas Was Alone,PlayStation Vita,78,6.8,platformer,23-Apr-13
Thomas Was Alone,PlayStation 3,80,6.9,platformer,23-Apr-13
Guacamelee!,PlayStation Vita,87,8.3,platformer,9-Apr-13
Guacamelee!,PlayStation 3,84,7.8,platformer,9-Apr-13
BattleBlock Theater,Xbox 360,85,7.9,platformer,3-Apr-13
Ninja Gaiden 3: Razor's Edge,PlayStation 3,67,7.1,platformer,2-Apr-13
Ninja Gaiden 3: Razor's Edge,Xbox 360,70,7.1,platformer,2-Apr-13
Terraria,Xbox 360,81,7.2,platformer,27-Mar-13
Terraria,PlayStation 3,81,8.1,platformer,26-Mar-13
Giana Sisters: Twisted Dreams,Xbox 360,69,7,platformer,20-Mar-13
Sonic Dash,iOS,69,7.4,platformer,7-Mar-13
Naruto Powerful Shippuden,3DS,71,6,platformer,5-Mar-13
Penumbear,iOS,85,6.8,platformer,28-Feb-13
A Valley Without Wind 2,PC,68,7,platformer,18-Feb-13
Super House of Dead Ninjas,PC,79,8.3,platformer,18-Feb-13
Sly Cooper: Thieves in Time,PlayStation 3,75,8.3,platformer,5-Feb-13
The Cave (2013),PC,68,7.6,platformer,23-Jan-13
The Cave,Xbox 360,70,7.7,platformer,23-Jan-13
The Cave,PlayStation 3,72,7.5,platformer,22-Jan-13
The Cave,Wii U,72,7.2,platformer,22-Jan-13
Darkout,PC,55,6.8,platformer,14-Jan-13
Life of Pixel,PlayStation Vita,69,5.7,platformer,9-Jan-13
Fluidity: Spin Cycle,3DS,78,6.6,platformer,27-Dec-12
Knytt Underground,PlayStation 3,73,6.1,platformer,18-Dec-12
Knytt Underground,PlayStation Vita,79,6.8,platformer,18-Dec-12
Street Fighter X Mega Man,PC,71,8.6,platformer,17-Dec-12
Black Knight Sword,Xbox 360,65,7.3,platformer,12-Dec-12
A Walk in the Dark,PC,67,5.5,platformer,12-Dec-12
Black Knight Sword,PlayStation 3,66,6.2,platformer,11-Dec-12
Mutant Mudds,iOS,84,6.1,platformer,6-Dec-12
Waking Mars,PC,79,7.7,platformer,4-Dec-12
Stealth Bastard Deluxe,PC,80,7.7,platformer,28-Nov-12
Ratchet & Clank: Full Frontal Assault,PlayStation 3,64,7.2,platformer,27-Nov-12
Scribblenauts Unlimited,PC,75,7.7,platformer,19-Nov-12
New Super Mario Bros. U,Wii U,84,8,platformer,18-Nov-12
Ninja Gaiden 3: Razor's Edge,Wii U,69,7.5,platformer,18-Nov-12
Disney Epic Mickey 2: The Power of Two,Wii,64,6.8,platformer,18-Nov-12
Disney Epic Mickey 2: The Power of Two,Xbox 360,59,6.1,platformer,18-Nov-12
Disney Epic Mickey: The Power of Illusion,3DS,63,5.9,platformer,18-Nov-12
Trine 2: Director's Cut,Wii U,84,7.9,platformer,18-Nov-12
Mighty Switch Force! Hyper Drive Edition,Wii U,80,7.7,platformer,18-Nov-12
Skylanders Giants,Wii U,80,6.2,platformer,18-Nov-12
Disney Epic Mickey 2: The Power of Two,Wii U,57,5.6,platformer,18-Nov-12
Rabbids Rumble,3DS,59,6.3,platformer,13-Nov-12
Scribblenauts Unlimited,Wii U,73,7.5,platformer,13-Nov-12
Scribblenauts Unlimited,3DS,73,7.7,platformer,13-Nov-12
Sega Vintage Collection: ToeJam & Earl,Xbox 360,69,6.8,platformer,7-Nov-12
Rayman Origins,3DS,71,6.3,platformer,6-Nov-12
Pid,PlayStation 3,70,8,platformer,6-Nov-12
2 Fast 4 Gnomz,3DS,65,7,platformer,1-Nov-12
Pid,PC,63,7.7,platformer,31-Oct-12
Pid,Xbox 360,72,8.3,platformer,31-Oct-12
Deadlight,PC,78,7.4,platformer,25-Oct-12
Giana Sisters: Twisted Dreams,PC,77,7.7,platformer,22-Oct-12
Skylanders Giants,Xbox 360,80,6.6,platformer,21-Oct-12
Skylanders Giants,Wii,78,7,platformer,21-Oct-12
Skylanders Giants,PlayStation 3,77,7,platformer,21-Oct-12
Mark of the Ninja,PC,91,8,platformer,16-Oct-12
NiGHTS into Dreams...,Xbox 360,72,7.8,platformer,5-Oct-12
Sonic Adventure 2,Xbox 360,60,7.9,platformer,5-Oct-12
Cave Story,3DS,93,8.2,platformer,4-Oct-12
Hell Yeah! Wrath of the Dead Rabbit,PC,64,7.2,platformer,3-Oct-12
NiGHTS into Dreams...,PlayStation 3,75,7.8,platformer,2-Oct-12
Sonic Adventure 2,PlayStation 3,65,8.1,platformer,2-Oct-12
Hell Yeah! Wrath of the Dead Rabbit,Xbox 360,70,8.4,platformer,26-Sep-12
Hell Yeah! Wrath of the Dead Rabbit,PlayStation 3,68,7.9,platformer,25-Sep-12
La-Mulana,Wii,87,7.5,platformer,20-Sep-12
Rayman Jungle Run,iOS,88,7.5,platformer,20-Sep-12
Jet Set Radio,Xbox 360,70,7.7,platformer,19-Sep-12
LittleBigPlanet PS Vita,PlayStation Vita,88,8.5,platformer,18-Sep-12
Jet Set Radio,PlayStation 3,75,7.2,platformer,18-Sep-12
Oozi: Earth Adventure,PC,66,6.9,platformer,16-Sep-12
Apocalypse Max: Better Dead Than Undead,iOS,84,7.3,platformer,14-Sep-12
Gateways,PC,72,7.6,platformer,12-Sep-12
Mark of the Ninja,Xbox 360,90,7.4,platformer,7-Sep-12
Trine 2: Goblin Menace,PC,79,8,platformer,6-Sep-12
Snapshot (2012),PC,74,7.2,platformer,30-Aug-12
They Bleed Pixels,PC,74,7.4,platformer,29-Aug-12
Ratchet & Clank Collection,PlayStation 3,83,8.4,platformer,28-Aug-12
One Tap Hero,iOS,84,6.2,platformer,23-Aug-12
Mikey Shorts,iOS,92,5.5,platformer,23-Aug-12
New Super Mario Bros. 2,3DS,78,7.2,platformer,19-Aug-12
Tales From Space: Mutant Blobs Attack,PC,83,7.7,platformer,15-Aug-12
Deadlight,Xbox 360,68,7.7,platformer,1-Aug-12
A Story About My Uncle,PC,73,7,platformer,30-Jul-12
La-Mulana (Remake),PC,80,7.1,platformer,13-Jul-12
Spelunky,Xbox 360,87,7.3,platformer,4-Jul-12
Thomas Was Alone,PC,77,8.1,platformer,30-Jun-12
Gravity Rush,PlayStation Vita,83,8.5,platformer,12-Jun-12
Sega Vintage Collection: Monster World,Xbox 360,72,8,platformer,23-May-12
Sonic the Hedgehog 4: Episode II,iOS,66,7,platformer,17-May-12
Sonic the Hedgehog 4: Episode II,Xbox 360,61,6.7,platformer,16-May-12
Sonic the Hedgehog 4: Episode II,PlayStation 3,63,6.6,platformer,15-May-12
Sonic the Hedgehog 4: Episode II,PC,54,6.8,platformer,15-May-12
Dynamite Jack,iOS,82,6.6,platformer,10-May-12
Bird Mania 3D,3DS,51,6.3,platformer,3-May-12
Fez,Xbox 360,89,6.2,platformer,13-Apr-12
Rayman Origins,PC,86,8.3,platformer,29-Mar-12
Closure,PlayStation 3,81,7,platformer,27-Mar-12
3D Classics: Kid Icarus,3DS,77,7.4,platformer,23-Mar-12
Rayman 3 HD,Xbox 360,69,7.3,platformer,21-Mar-12
Ninja Gaiden 3,PlayStation 3,58,5.1,platformer,20-Mar-12
Rayman 3 HD,PlayStation 3,72,6.5,platformer,20-Mar-12
Journey,PlayStation 3,92,8.8,platformer,13-Mar-12
CRUSH3D,3DS,71,7.4,platformer,6-Mar-12
Vessel,PC,81,7.8,platformer,1-Mar-12
Touch My Katamari,PlayStation Vita,69,7.5,platformer,21-Feb-12
Tales From Space: Mutant Blobs Attack,PlayStation Vita,86,8.3,platformer,21-Feb-12
Little Deviants,PlayStation Vita,57,5.5,platformer,15-Feb-12
Rayman Origins,PlayStation Vita,88,8.4,platformer,15-Feb-12
Jak and Daxter Collection,PlayStation 3,81,8.7,platformer,7-Feb-12
PixelJunk Eden,PC,81,6.7,platformer,2-Feb-12
Mutant Mudds,3DS,80,6.8,platformer,26-Jan-12
Paper Monsters,iOS,76,5.8,platformer,26-Jan-12
Scarygirl,PlayStation 3,66,5.5,platformer,24-Jan-12
Scarygirl,Xbox 360,63,7.3,platformer,18-Jan-12
Dustforce,PC,79,7.5,platformer,17-Jan-12
Zack Zero,PlayStation 3,60,7.3,platformer,17-Jan-12
VVVVVV,3DS,83,8,platformer,29-Dec-11
Mighty Switch Force!,3DS,79,7.7,platformer,22-Dec-11
Trine 2,Xbox 360,85,7.2,platformer,21-Dec-11
Mega Man X,iOS,55,8.7,platformer,21-Dec-11
Trine 2,PlayStation 3,85,7.2,platformer,20-Dec-11
Sonic CD,PlayStation 3,80,8.2,platformer,20-Dec-11
Sonic CD,iOS,93,8.6,platformer,15-Dec-11
Sonic CD,Xbox 360,82,7.6,platformer,14-Dec-11
Trine 2,PC,84,8.3,platformer,7-Dec-11
Sonic Generations,3DS,66,6.8,platformer,22-Nov-11
Cave Story Plus,PC,83,8.3,platformer,22-Nov-11
3D Classics: Kirby's Adventure,3DS,77,8,platformer,17-Nov-11
Rayman Origins,Xbox 360,87,8.2,platformer,15-Nov-11
Shinobi,3DS,69,7.4,platformer,15-Nov-11
Rayman Origins,PlayStation 3,87,8.5,platformer,15-Nov-11
Rayman Origins,Wii,92,8.6,platformer,15-Nov-11
Rochard,PC,81,7.8,platformer,15-Nov-11
Super Mario 3D Land,3DS,90,8.4,platformer,13-Nov-11
Cave Story 3D,3DS,82,8.1,platformer,8-Nov-11
Where is My Heart?,PSP,81,8,platformer,8-Nov-11
Sonic Generations,PC,77,8.3,platformer,3-Nov-11
BurgerTime: World Tour,Xbox 360,55,7,platformer,2-Nov-11
Sonic Generations,PlayStation 3,76,8.3,platformer,1-Nov-11
Sonic Generations,Xbox 360,77,8.1,platformer,1-Nov-11
The War of the Worlds,Xbox 360,55,5.1,platformer,26-Oct-11
Kirby's Return to Dream Land,Wii,77,8.7,platformer,24-Oct-11
Ratchet & Clank: All 4 One,PlayStation 3,70,6.5,platformer,18-Oct-11
Skylanders: Spyro's Adventure,Wii,81,5.9,platformer,16-Oct-11
Skylanders: Spyro's Adventure,PlayStation 3,77,5.4,platformer,16-Oct-11
Skylanders: Spyro's Adventure,Xbox 360,78,5.4,platformer,16-Oct-11
Skylanders: Spyro's Adventure,3DS,82,5.1,platformer,16-Oct-11
Aliens: Infestation,DS,76,8.2,platformer,11-Oct-11
Unepic,PC,68,8.3,platformer,30-Sep-11
OIO The Game,PC,75,5.6,platformer,23-Sep-11
Kirby Mass Attack,DS,83,8.1,platformer,19-Sep-11
BloodRayne: Betrayal,PlayStation 3,69,6.3,platformer,6-Sep-11
King Arthur's Gold,PC,81,8.3,platformer,4-Sep-11
The Baconing,Xbox 360,64,5.4,platformer,31-Aug-11
The Baconing,PC,63,5,platformer,31-Aug-11
The Baconing,PlayStation 3,65,7.3,platformer,30-Aug-11
No Time to Explain,PC,54,6,platformer,15-Aug-11
Edge (2011),PC,74,7.4,platformer,11-Aug-11
LIMBO,PC,88,8.1,platformer,2-Aug-11
LIMBO,PlayStation 3,90,8,platformer,19-Jul-11
Tobe's Vertical Adventure,PC,75,6.6,platformer,18-Jul-11
Ms. 'Splosion Man,Xbox 360,83,6.9,platformer,13-Jul-11
Outland,PlayStation 3,83,7.8,platformer,14-Jun-11
Terraria,PC,83,8.7,platformer,16-May-11
CAPSIZED,PC,80,7.1,platformer,29-Apr-11
Outland,Xbox 360,84,7.4,platformer,27-Apr-11
Nin2-Jump,Xbox 360,67,7.8,platformer,27-Apr-11
The Fancy Pants Adventures,Xbox 360,67,7.4,platformer,20-Apr-11
The Fancy Pants Adventures,PlayStation 3,71,7.3,platformer,19-Apr-11
Rabbids Travel in Time 3D,3DS,55,6.3,platformer,10-Apr-11
Rush'N Attack Ex-Patriot,Xbox 360,51,6.6,platformer,30-Mar-11
PlayStation Move Heroes,PlayStation 3,53,6.5,platformer,22-Mar-11
Rayman 3D,3DS,61,6.5,platformer,22-Mar-11
Monster Tale,DS,79,8,platformer,16-Mar-11
de Blob 2,Wii,79,8,platformer,22-Feb-11
de Blob 2,DS,75,8.3,platformer,22-Feb-11
de Blob 2,Xbox 360,77,7.3,platformer,22-Feb-11
Hard Corps: Uprising,Xbox 360,75,7.1,platformer,16-Feb-11
Tales From Space: About a Blob,PlayStation 3,76,7.8,platformer,8-Feb-11
Explodemon,PlayStation 3,65,7.7,platformer,8-Feb-11
Karoshi,iOS,86,5.8,platformer,8-Feb-11
Bionic Commando Rearmed 2,Xbox 360,62,5.9,platformer,2-Feb-11
Bionic Commando Rearmed 2,PlayStation 3,63,5.1,platformer,1-Feb-11
LittleBigPlanet 2,PlayStation 3,91,8.6,platformer,18-Jan-11
"Prinny 2: Dawn of Operation Panties, Dood!",PSP,68,7.5,platformer,10-Jan-11
Lost in Shadow,Wii,68,8.7,platformer,4-Jan-11
Sackboy's Prehistoric Moves,PlayStation 3,66,6.3,platformer,14-Dec-10
A.R.E.S. Extinction Agenda,PC,68,6.1,platformer,14-Dec-10
Doritos Crash Course,Xbox 360,74,6.8,platformer,8-Dec-10
Fluidity,Wii,86,7.8,platformer,6-Dec-10
Disney Epic Mickey,Wii,73,7.3,platformer,30-Nov-10
Super Meat Boy,PC,87,8.2,platformer,30-Nov-10
Funky Lab Rat,PlayStation 3,73,8.1,platformer,30-Nov-10
Donkey Kong Country Returns,Wii,87,8.6,platformer,21-Nov-10
Sonic Colors,DS,79,8,platformer,16-Nov-10
Sonic Colors,Wii,78,8.4,platformer,16-Nov-10
Mario vs. Donkey Kong: Mini-Land Mayhem,DS,79,8,platformer,14-Nov-10
Crescent Pale Mist,PlayStation 3,52,6.2,platformer,9-Nov-10
Super Meat Boy,Xbox 360,90,8,platformer,20-Oct-10
Kirby's Epic Yarn,Wii,86,8.5,platformer,17-Oct-10
Sonic the Hedgehog 4: Episode I,Xbox 360,72,5.6,platformer,13-Oct-10
Sonic the Hedgehog 4: Episode I,Wii,81,6.5,platformer,11-Oct-10
Sonic the Hedgehog 4: Episode 1,iOS,70,5.9,platformer,7-Oct-10
Shantae: Risky's Revenge,DS,85,7.7,platformer,4-Oct-10
Sonic Adventure,PlayStation 3,50,7.3,platformer,21-Sep-10
Ivy the Kiwi?,DS,69,6.3,platformer,24-Aug-10
Ivy the Kiwi?,Wii,74,7.2,platformer,24-Aug-10
And Yet It Moves,Wii,83,7.7,platformer,23-Aug-10
Earthworm Jim HD,PlayStation 3,70,7.4,platformer,3-Aug-10
LIMBO,Xbox 360,90,8.4,platformer,21-Jul-10
Furry Legends,Wii,58,6.3,platformer,19-Jul-10
Earthworm Jim HD,Xbox 360,73,7.9,platformer,9-Jun-10
Mega Man Zero Collection,DS,78,8.8,platformer,8-Jun-10
Super Mario Galaxy 2,Wii,97,9.1,platformer,23-May-10
Rocket Knight,PlayStation 3,70,8,platformer,18-May-10
Rocket Knight,Xbox 360,72,7.8,platformer,12-May-10
Rocket Knight,PC,63,7.6,platformer,11-May-10
Earthworm Jim,DS,69,7.1,platformer,10-May-10
Monsters (Probably) Stole My Princess,PSP,72,7.6,platformer,22-Apr-10
Sonic the Hedgehog 2,iOS,60,8.7,platformer,20-Apr-10
Freekscape: Escape From Hell,PSP,74,8.4,platformer,8-Apr-10
Mega Man 10,Xbox 360,79,8.8,platformer,31-Mar-10
Cave Story,Wii,89,8.7,platformer,22-Mar-10
Mega Man 10,PlayStation 3,78,8.1,platformer,11-Mar-10
Max & the Magic Marker,Wii,76,8.4,platformer,8-Mar-10
Sonic Classic Collection,DS,70,7.6,platformer,2-Mar-10
Mega Man 10,Wii,81,8.4,platformer,1-Mar-10
Blaster Master: Overdrive,Wii,58,8.4,platformer,8-Feb-10
Max & the Magic Marker,PC,71,5.6,platformer,8-Feb-10
Dark Void Zero,DS,84,7.2,platformer,18-Jan-10
VVVVVV,PC,81,7.9,platformer,11-Jan-10
Castlevania: The Adventure ReBirth,Wii,78,8.5,platformer,28-Dec-09
LittleBigPlanet,PSP,87,7.9,platformer,17-Nov-09
New Super Mario Bros. Wii,Wii,87,8.3,platformer,15-Nov-09
Braid,PlayStation 3,93,7.8,platformer,12-Nov-09
Ratchet & Clank Future: A Crack in Time,PlayStation 3,87,8.9,platformer,27-Oct-09
A Boy and His Blob,Wii,80,8.4,platformer,13-Oct-09
Where the Wild Things Are,Xbox 360,51,5.7,platformer,13-Oct-09
Lucidity,Xbox 360,63,7.6,platformer,7-Oct-09
Canabalt,iOS,77,6.7,platformer,1-Oct-09
Bubble Bobble Neo!,Xbox 360,70,7.3,platformer,16-Sep-09
Sonic & Knuckles,Xbox 360,69,7.7,platformer,9-Sep-09
NyxQuest: Kindred Spirits,Wii,82,8.2,platformer,10-Aug-09
'Splosion Man,Xbox 360,84,7.8,platformer,22-Jul-09
Rolando 2: Quest for the Golden Orchid,iOS,90,7.3,platformer,1-Jul-09
Sonic the Hedgehog 3,Xbox 360,79,7.7,platformer,10-Jun-09
Mario vs. Donkey Kong: Minis March Again!,DS,82,8,platformer,8-Jun-09
The Legendary Starfy,DS,75,8.4,platformer,7-Jun-09
Secret Agent Clank,PlayStation 2,61,6.3,platformer,26-May-09
Bubble Bobble Plus!,Wii,76,5.7,platformer,25-May-09
Klonoa,Wii,77,8.2,platformer,5-May-09
New Play Control! Donkey Kong Jungle Beat,Wii,78,8.6,platformer,4-May-09
Banjo-Tooie,Xbox 360,73,8.3,platformer,29-Apr-09
Lode Runner,Xbox 360,76,7.2,platformer,22-Apr-09
PixelJunk Eden Encore,PlayStation 3,86,6.8,platformer,16-Apr-09
Braid,PC,90,8.6,platformer,10-Apr-09
And Yet It Moves,PC,75,6.2,platformer,2-Apr-09
Henry Hatsworth in the Puzzling Adventure,DS,82,8,platformer,17-Mar-09
The Maw,PC,75,7.2,platformer,9-Mar-09
Prince of Persia: Epilogue,Xbox 360,67,6.4,platformer,5-Mar-09
Prinny: Can I Really Be the Hero?,PSP,72,8.1,platformer,17-Feb-09
LocoRoco 2,PSP,85,8.5,platformer,10-Feb-09
Deadly Creatures,Wii,72,8.5,platformer,9-Feb-09
The Maw,Xbox 360,75,7.5,platformer,21-Jan-09
Closure,PC,78,6.5,platformer,1-Jan-09
Banjo-Kazooie,Xbox 360,77,8.3,platformer,3-Dec-08
Mushroom Men: The Spore Wars,Wii,72,8.8,platformer,2-Dec-08
Sonic Unleashed,Xbox 360,60,8.3,platformer,20-Nov-08
Sonic Unleashed,Wii,66,7.2,platformer,18-Nov-08
Banjo-Kazooie: Nuts & Bolts,Xbox 360,79,6.6,platformer,11-Nov-08
LittleBigPlanet,PlayStation 3,95,6.8,platformer,27-Oct-08
Castlevania: Order of Ecclesia,DS,85,8.5,platformer,21-Oct-08
Spider-Man: Web of Shadows,DS,77,7.1,platformer,21-Oct-08
The Legend of Spyro: Dawn of the Dragon,Xbox 360,62,7.8,platformer,21-Oct-08
The Legend of Spyro: Dawn of the Dragon,PlayStation 3,59,7.2,platformer,21-Oct-08
The Legend of Spyro: Dawn of the Dragon,Wii,64,7,platformer,21-Oct-08
The Legend of Spyro: Dawn of the Dragon,DS,57,5.7,platformer,21-Oct-08
Crash: Mind Over Mutant,Wii,70,6.3,platformer,7-Oct-08
Crash: Mind Over Mutant,Xbox 360,60,6.3,platformer,7-Oct-08
Crash: Mind Over Mutant,PlayStation 2,73,6.7,platformer,7-Oct-08
Mega Man 9,Xbox 360,82,8.9,platformer,1-Oct-08
Mega Man 9,PlayStation 3,77,8.6,platformer,25-Sep-08
de Blob,Wii,82,8.2,platformer,22-Sep-08
Wario Land: Shake It!,Wii,78,8.5,platformer,22-Sep-08
Kirby Super Star Ultra,DS,76,8.8,platformer,22-Sep-08
Mega Man 9,Wii,83,8.3,platformer,22-Sep-08
N+,DS,82,7.5,platformer,26-Aug-08
N+,PSP,79,7.8,platformer,26-Aug-08
Ratchet & Clank Future: Quest for Booty,PlayStation 3,76,7.3,platformer,21-Aug-08
Bionic Commando Rearmed,PlayStation 3,87,7.9,platformer,14-Aug-08
Bionic Commando Rearmed,PC,86,6.7,platformer,13-Aug-08
Bionic Commando Rearmed,Xbox 360,85,8.3,platformer,13-Aug-08
Braid,Xbox 360,93,8.5,platformer,6-Aug-08
PixelJunk Eden,PlayStation 3,80,7.8,platformer,31-Jul-08
Elefunk,PlayStation 3,70,6.1,platformer,17-Jul-08
Space Chimps,Xbox 360,57,5.3,platformer,15-Jul-08
Disney*Pixar WALL-E,PC,58,7.4,platformer,24-Jun-08
WALL-E,PlayStation 2,67,8.5,platformer,24-Jun-08
Disney*Pixar WALL-E,PlayStation 3,51,5,platformer,24-Jun-08
Disney*Pixar WALL-E,PSP,64,5.4,platformer,24-Jun-08
Disney*Pixar WALL-E,Wii,51,5.3,platformer,24-Jun-08
Disney*Pixar WALL-E,Xbox 360,50,6.4,platformer,24-Jun-08
Secret Agent Clank,PSP,72,7.8,platformer,17-Jun-08
DreamWorks Kung Fu Panda,DS,71,5.5,platformer,3-Jun-08
Kung Fu Panda,PlayStation 2,73,7.9,platformer,3-Jun-08
Kung Fu Panda,Wii,70,6.7,platformer,3-Jun-08
DreamWorks Kung Fu Panda,Xbox 360,75,7.3,platformer,3-Jun-08
Kung Fu Panda,PlayStation 3,76,7.6,platformer,3-Jun-08
DreamWorks Kung Fu Panda,PC,71,6.7,platformer,3-Jun-08
Death Jr.: Root of Evil,Wii,71,8,platformer,27-May-08
Patapon,PSP,86,8.7,platformer,26-Feb-08
N+,Xbox 360,83,8.3,platformer,20-Feb-08
NiGHTS: Journey of Dreams,Wii,69,8.7,platformer,18-Dec-07
Contra 4,DS,83,8,platformer,13-Nov-07
Super Mario Galaxy,Wii,97,9.1,platformer,12-Nov-07
The Simpsons Game,PSP,59,7,platformer,5-Nov-07
The Simpsons Game,Xbox 360,71,7.7,platformer,30-Oct-07
The Simpsons Game,PlayStation 3,71,7.5,platformer,30-Oct-07
The Simpsons Game,PlayStation 2,68,7.8,platformer,30-Oct-07
The Simpsons Game,Wii,64,6.1,platformer,30-Oct-07
The Simpsons Game,DS,69,7.3,platformer,30-Oct-07
El Tigre: The Adventures of Manny Rivera,PlayStation 2,62,8.5,platformer,29-Oct-07
Crash of the Titans,DS,73,6.9,platformer,25-Oct-07
Ratchet & Clank Future: Tools of Destruction,PlayStation 3,89,8.8,platformer,23-Oct-07
Disney/Pixar Ratatouille,PlayStation 3,55,5.4,platformer,23-Oct-07
Mega Man ZX Advent,DS,78,8.8,platformer,23-Oct-07
Castlevania: The Dracula X Chronicles,PSP,80,8.2,platformer,23-Oct-07
Nicktoons: Attack of the Toybots,Wii,60,7,platformer,23-Oct-07
Nicktoons: Attack of the Toybots,DS,54,5.5,platformer,23-Oct-07
The Legend of Spyro: The Eternal Night,Wii,60,6.3,platformer,18-Oct-07
Spider-Man 3,PSP,52,7.1,platformer,16-Oct-07
The Legend of Spyro: The Eternal Night,PlayStation 2,54,6,platformer,2-Oct-07
The Legend of Spyro: The Eternal Night,Game Boy Advance,80,8.1,platformer,2-Oct-07
Dewy's Adventure,Wii,67,6.3,platformer,25-Sep-07
LocoRoco Cocoreccho!,PlayStation 3,72,5.7,platformer,20-Sep-07
Sonic Rush Adventure,DS,78,8.2,platformer,18-Sep-07
Sonic the Hedgehog 2,Xbox 360,82,7.8,platformer,12-Sep-07
Garfield's Nightmare,DS,70,8.4,platformer,4-Sep-07
Ecco the Dolphin,Xbox 360,53,8,platformer,15-Aug-07
Sonic the Hedgehog (Live Arcade),Xbox 360,77,7.4,platformer,11-Jul-07
Disney/Pixar Ratatouille,Xbox 360,56,6,platformer,26-Jun-07
Disney/Pixar Ratatouille,Wii,62,6.6,platformer,26-Jun-07
Disney/Pixar Ratatouille,PlayStation 2,65,8,platformer,26-Jun-07
Disney/Pixar Ratatouille,PSP,64,7.5,platformer,26-Jun-07
Disney/Pixar Ratatouille,DS,64,7.3,platformer,26-Jun-07
Ratatouille,GameCube,60,5.5,platformer,26-Jun-07
